Month,End use Consumption,Temp,Coal,Petroleum,Natural Gas,Nuclear,Hydropower,Biomass,Geothermal,Solar,Wind
2013/2/1,302.559,34.77,122.483696,1.817759,72.969846,61.483385,20.051157,2.122529,1.236235,0.416872,14.068169
2013/3/1,309.226,40.91,129.46924,1.779261,76.76498,62.947389,20.227724,2.433726,1.378216,0.596287,15.747704
2013/4/1,288.858,49.68,110.786244,1.668736,70.626388,56.766882,24.842499,2.133312,1.274158,0.639869,17.46826
2013/5/1,301.006,60.85,118.379725,2.1486,76.243906,62.848155,28.117624,2.370009,1.307711,0.723667,16.229626
2013/6/1,332.17,70.39,137.160145,2.098348,91.67151,66.42969,27.051113,2.396694,1.278254,0.83925,13.741551
2013/7/1,371.732,74.21,151.653145,2.553012,111.958904,70.539238,26.929155,2.54288,1.336882,0.79939,11.088176
2013/8/1,366.262,72.99,148.288398,2.196618,112.60319,71.344379,21.389403,2.696243,1.322436,0.913539,9.629477
2013/9/1,335.24,66.96,132.046768,1.971739,94.19341,65.798971,16.719154,2.480252,1.2993,0.916882,11.667873
2013/10/1,305.992,53.44,119.942622,1.808588,80.871842,63.183533,16.957971,2.432777,1.363499,0.954478,13.626692
2013/11/1,293.212,41.61,119.85761,1.695943,76.366521,64.975456,17.468531,2.541115,1.230481,0.798631,15.789997
2013/12/1,329.095,31.06,140.702679,2.269884,84.289053,71.293578,20.80304,2.679666,1.365619,0.825754,13.954808
2014/1/1,353.281,30.56,155.916303,6.784053,82.969115,73.162609,21.510051,2.763356,1.355016,0.734035,17.894628
2014/2/1,319.624,32.13,142.217613,2.577787,68.729632,62.63895,17.288943,2.534575,1.20613,0.813912,13.996556
2014/3/1,313.811,40.51,135.290235,2.998752,70.517286,62.39708,24.138771,2.80511,1.337666,1.28646,17.722091
2014/4/1,286.669,51.69,108.278679,1.583358,69.583346,56.384588,25.309511,2.505754,1.313535,1.452902,18.621253
2014/5/1,302.617,61.27,117.738378,1.870214,81.644871,62.94743,26.410381,2.526594,1.332361,1.710134,15.590568
2014/6/1,334.168,69.58,136.469816,1.845144,90.902463,68.138232,25.640481,2.807723,1.293375,1.882789,15.786207
2014/7/1,363.879,73.29,148.472187,1.867476,106.69552,71.940126,24.264937,2.948491,1.319572,1.748222,12.176417
2014/8/1,364.304,72.25,147.328991,1.872887,113.909793,71.128746,19.708479,2.897198,1.329209,1.838701,10.162132
2014/9/1,338.526,66.2,125.061692,1.777295,98.690158,67.5345,15.985802,2.726334,1.307519,1.795427,11.509814
2014/10/1,307.896,56.93,110.322186,1.367937,90.053412,62.390988,17.063468,2.630936,1.345091,1.679931,14.492259
2014/11/1,296.701,39.25,118.117548,1.576886,76.71062,65.140185,18.523868,2.703527,1.362469,1.350916,18.847512
2014/12/1,321.799,36.81,123.560732,1.9211,82.76611,73.362548,22.201519,2.77867,1.374999,1.010708,14.696468
2015/1/1,341.881,33.08,131.430696,2.788886,93.449617,74.269974,24.014015,2.717756,1.361915,1.13415,15.146256
2015/2/1,317.472,32.99,126.023568,6.073587,84.206929,63.461493,22.178869,2.494953,1.260099,1.45934,14.907638
2015/3/1,316.455,45.39,107.471004,1.644007,92.110335,64.546799,24.147991,2.620498,1.393994,2.03734,15.292972
2015/4/1,286.119,53.24,88.146966,1.570169,85.827666,59.784495,22.330535,2.426444,1.272428,2.337816,17.850459
2015/5/1,299.268,60.84,103.671569,1.793702,94.123961,65.826525,19.995428,2.575483,1.390151,2.456089,17.136383
2015/6/1,338.294,71.37,124.677117,1.722848,113.390101,68.516165,20.29662,2.716833,1.301608,2.512027,13.409566
2015/7/1,375.894,73.92,138.060486,2.185419,132.265889,71.412176,20.895901,3.003887,1.356727,2.579471,13.665556
2015/8/1,374.748,72.95,133.651285,2.01318,130.314168,72.415352,19.029518,2.996222,1.344143,2.639368,13.070169
2015/9/1,345,68.54,117.005407,1.898749,114.791658,66.476372,16.015092,2.681921,1.202861,2.17775,13.96095
2015/10/1,307.598,57.24,95.87151,1.657165,102.021773,60.570921,16.513242,2.555645,1.323032,1.875397,16.363531
2015/11/1,287.6,44.6,86.36196,1.582663,94.132297,60.263941,19.201967,2.72204,1.333628,1.701544,19.663141
2015/12/1,309.831,38.66,88.62173,1.574777,101.021814,69.633664,23.016515,2.874058,1.376988,1.545251,20.080163
2016/1/1,332.811,32.22,112.62396,2.217071,101.786218,72.524775,25.463883,2.69229,1.332006,1.458182,18.446884
2016/2/1,307.884,39.47,91.909152,2.079021,90.84943,65.638141,24.005829,2.60737,1.243384,2.200546,20.118435
2016/3/1,297.388,47.5,71.345754,1.695209,95.848737,66.148894,27.225645,2.625215,1.315159,2.570772,21.919792
2016/4/1,280.418,53.19,71.41913,1.74521,91.257348,62.731845,25.734888,2.384355,1.20897,2.831115,20.780961
2016/5/1,296.087,60.33,80.934705,1.814272,102.481901,66.576493,25.355411,2.532405,1.34184,3.375003,18.83199
2016/6/1,341.637,71.76,115.196696,1.847226,123.042846,67.175324,23.125487,2.610059,1.251393,3.417726,16.289831
2016/7/1,384.739,75.22,135.420053,2.185718,142.557996,70.349347,21.336667,2.776679,1.311215,3.886477,17.60511
2016/8/1,393.865,73.53,134.762429,2.210283,145.610092,71.526405,19.45801,2.869761,1.324264,3.908405,13.578829
2016/9/1,348.413,67.12,113.346968,1.821749,117.196736,65.448176,16.278918,2.642339,1.326676,3.584179,16.39068
2016/10/1,308.031,57.72,98.473771,1.449616,94.75414,60.733343,17.229362,2.35721,1.353167,3.146603,20.317941
2016/11/1,288.585,47.97,86.27531,1.736663,85.906781,65.178776,18.721487,2.643281,1.36385,2.729406,19.38782
2016/12/1,322.448,32.95,117.954773,1.908434,88.087607,71.662429,22.390337,2.862062,1.453884,2.388967,23.12202
2017/1/1,330.301,33.57,114.572021,1.928942,86.947028,73.120612,26.479108,2.785311,1.406967,2.298306,20.780025
2017/2/1,286.706,41.18,86.157863,1.487437,75.087758,63.560371,23.746321,2.484928,1.238872,2.716998,22.071989
2017/3/1,303.1,46.15,88.687575,1.525781,86.901932,65.0932,29.460347,2.754328,1.387185,4.464441,25.705326
2017/4/1,284.015,53.8,80.742742,1.191657,80.597035,56.743352,29.234662,2.425947,1.341221,4.853397,25.354869
2017/5/1,303.338,60.57,92.141448,1.71905,89.993424,61.312753,32.42149,2.523559,1.301858,5.725184,23.046882
2017/6/1,340.534,70.36,106.825311,1.783022,108.779432,67.010782,30.42213,2.609091,1.28375,6.052164,20.124436
2017/7/1,380.336,75.7,127.018728,1.690536,137.825778,71.314219,26.4602,2.763124,1.372704,5.509197,16.107853
2017/8/1,372.81,72.01,118.809977,1.608414,132.375638,72.384218,21.923633,2.794808,1.362996,5.310677,13.869312
2017/9/1,332.923,66.27,97.560379,1.549034,110.156311,68.097918,19.062768,2.515749,1.331503,5.006581,17.896146
2017/10/1,310.864,55.69,89.114281,1.443536,98.799989,65.994785,17.606438,2.530349,1.214124,4.606019,24.345655
2017/11/1,294.809,45.03,90.34726,1.554103,86.834472,66.617853,19.757893,2.670065,1.304684,3.174127,22.592338
2017/12/1,324.733,34.29,105.860346,2.557876,102.454699,73.699572,22.13592,2.867757,1.38091,3.006449,22.179191
2018/1/1,356.882,32.16,118.557188,6.348033,101.468844,74.64904,24.96202,2.852372,1.341307,3.287842,25.570053
2018/2/1,303.768,35.51,81.399063,1.450745,90.701945,64.79003,24.79371,2.592616,1.274093,3.86271,23.16502
2018/3/1,308.521,42.73,79.982641,1.368409,98.59673,67.032656,25.752148,2.733876,1.366753,5.009114,26.435019
2018/4/1,289.491,49.03,72.787438,1.446247,90.614381,59.133155,27.989979,2.398222,1.187937,6.002399,26.406191
2018/5/1,314.988,65.52,84.633935,1.452891,107.013532,67.320248,30.318598,2.493207,1.38262,6.787724,23.931575
2018/6/1,350.11,71.55,100.893712,1.795019,122.171884,69.687556,27.502186,2.628462,1.299835,7.347485,24.682764
2018/7/1,388.017,75.45,114.748806,1.78369,155.264421,72.456009,25.002926,2.750953,1.369611,6.691307,16.431642
2018/8/1,394.209,73.51,114.516287,1.828892,152.150372,72.282467,21.908294,2.699793,1.367055,6.633551,19.830204
2018/9/1,349.271,67.53,95.961853,1.761577,132.992127,64.724753,19.059726,2.385446,1.327908,5.910902,18.501795
2018/10/1,320.979,53.71,86.736177,1.47256,114.532683,59.396905,19.42642,2.454133,1.27309,4.926267,21.169635
2018/11/1,302.484,40.01,92.257715,1.564905,99.41895,63.95437,21.780771,2.483504,1.330844,3.711003,21.991019
2018/12/1,324.578,35.51,99.698196,1.655497,100.896232,71.657288,22.650886,2.535385,1.412639,3.082523,24.281509
2019/1/1,341.154,32.56,100.29441,2.104262,112.143623,73.700844,24.657852,2.552222,1.34789,3.546079,24.273044
2019/2/1,306.756,31.84,79.381749,1.419914,103.949324,64.714894,22.772,2.212716,1.251935,3.797608,22.598256
2019/3/1,313.589,40.28,77.819349,1.307055,107.124385,65.079691,26.207665,2.303081,1.378337,5.841272,25.745925
2019/4/1,284.825,52.84,59.426201,1.089439,95.860549,60.580927,27.695002,2.045604,1.22705,6.690181,28.887737
2019/5/1,308.232,59.49,71.387602,1.596676,108.44488,67.123546,31.856524,2.31126,1.304446,7.095402,25.75667
2019/6/1,333.205,68.72,78.042789,1.434679,128.929584,68.804879,27.964864,2.320986,1.294328,7.898103,22.426099
2019/7/1,388.909,74.62,100.224713,1.652332,162.249362,72.198595,24.78796,2.533746,1.341967,8.053101,22.084404
2019/8/1,385.419,73.74,93.516602,1.636331,165.1404,71.910684,22.504343,2.565076,1.362412,7.802732,19.963513
2019/9/1,352.511,68.43,85.215957,1.416527,140.482532,66.06358,18.46139,2.348443,1.338093,6.75372,24.494217
2019/10/1,320.05,52.05,66.311208,1.056426,121.934028,62.032622,18.23208,2.233298,1.102884,6.040178,27.598531
2019/11/1,297.556,41.11,75.046174,1.145774,108.683006,64.125425,20.138658,2.244892,0.941384,4.322962,25.159643
2019/12/1,322.405,36.43,72.06524,1.360738,122.197552,73.073575,21.373703,2.440397,1.140239,3.423407,26.615985
2020/1/1,324.098,35.55,64.547736,1.51371,123.298483,74.169646,25.221605,2.474865,1.22939,4.615462,28.519866
2020/2/1,301.866,36.18,55.590324,1.177326,116.653738,65.950342,26.259889,2.288427,1.233051,5.656651,29.367755
2020/3/1,297.023,46.08,50.144633,1.306307,114.766151,63.99721,23.482547,2.385907,1.473482,6.435622,29.495588
2020/4/1,268.821,50.86,40.188541,1.15683,100.047642,59.170016,22.001883,2.18727,1.410482,8.052154,29.385797
2020/5/1,281.361,60.89,46.093826,1.209811,107.852657,64.33797,30.367471,2.325975,1.410876,9.678904,28.281906
2020/6/1,326.924,70.29,64.920403,1.576104,134.668515,67.205083,28.950142,2.153609,1.33777,9.55536,29.44552
2020/7/1,386.677,75.65,89.367616,1.691049,176.293002,69.38544,27.571461,2.330545,1.40433,10.385612,22.186083
2020/8/1,376.142,74.71,90.814314,1.608867,164.757875,68.982187,23.984776,2.524185,1.40004,9.427563,22.340559
2020/9/1,329.069,65.93,67.977564,1.169976,133.12284,65.727317,19.07622,2.153936,1.358722,7.823732,22.977117
2020/10/1,302.92,54.3,59.440229,1.13901,123.639821,59.362465,18.236628,2.099218,1.341381,7.283772,28.769982
2020/11/1,284.061,46.33,60.895921,1.349821,100.782945,61.759977,21.736184,2.175452,1.447928,5.844575,33.581845
2020/12/1,323.13,35.71,78.215003,1.556737,116.315014,69.870978,22.981034,2.385496,1.433714,5.337979,32.328759
